STRING ID	DESCRIPTION	ENGLISH	FRENCH / FRANÇAIS	SPANISH / ESPAÑOL	GERMAN / DEUTSCH	ITALIAN / ITALIANO	PORTUGUESE / PORTUGUÊS (BR)	PORTUGUESE / PORTUGUÊS (PT)	RUSSIAN / РУССКИЙ	GREEK / ΕΛΛΗΝΙΚΑ	TURKISH / TÜRKÇE	DANISH / DANSK	NORWEGIAN (NB) / NORSK BOKMÅL	SWEDISH / SVENSKA	DUTCH / NEDERLANDS	POLISH / POLSKI	FINNISH / SUOMI	JAPANESE / 日本語	SIMPLIFIED CHINESE / 简体中文	TRADITIONAL CHINESE / 繁体中文	KOREAN / 한국어	CZECH / ČEŠTINA	HUNGARIAN / MAGYAR	ROMANIAN / ROMÂNĂ	THAI / ภาษาไทย	BULGARIAN / БЪЛГАРСКИ	עברית / HEBREW	 العربية / ARABIC	BOSNIAN
CREDITS_ASSOCIATE		Associate	Associé	Asociado	Mitarbeiter	Associato	Associado	Associado	Партнёр	Associate	Yardımcı	Associeret	Partner	Partner	Associate	Współpracownik	Kumppani	協力	副	副	협력	Partner	Segéd	Asociat	ร่วมสรัาง	Сътудник	שותף	الشريك	Saradnik
CREDITS_SENIOR		Senior	Senior	Senior	Senior	Senior	Sênior	Sénior	Старший	Senior	Kıdemli	Senior	Senior	Senior	Senior	Starszy	Vanhempi	シニア	高级	高級	시니어	Senior	Senior	Senior	ซีเนียร์	Старши	ותיק	الأعلى	Senior
CREDITS_JUNIOR		Junior	Junior	Junior	Junior	Junior	Júnior	Júnior	Младший	Junior	Kıdemsiz	Junior	Junior	Junior	Junior	Młodszy	Nuorempi	ジュニア	初级	初級	주니어	Junior	Junior	Junior	จูเนียร์	Младши	צעיר	مستجد	junior
CREDITS_CHIEF_TECH_OFFICER		Chief Technical Officer	Directeur de la technologie	Director de tecnología	Technischer Direktor	Direttore tecnico in capo	Diretor-Chefe de Tecnologia	Diretor-Chefe de tecnologia	Главный технический директор	Διευθύνων Τεχνικός Σύμβουλος	Teknoloji Yöneticisi	Teknisk Chef	Teknisk sjef	Utvecklingsansvarig	Chief Technical Officer	Dyrektor działu technicznego	Teknologiavastaava	最高技術責任者	首席技术官	首席技術官	최고 기술 책임자	Hlavní technický ředitel	Vezető műszaki igazgató	Director tehnic șef	หัวหน้าฝ่ายเทคนิก	Главен технически директор	מוביל-טכני	كبير الموظفين الفنيين	Glavni Tehnički Direktor
CREDITS_TECHNICAL_DIRECTOR	[Default male]	Technical Director	Directeur Technique	Director técnico	Technischer Direktor	Direttore tecnico	Diretor Técnico	Diretor de tecnologia	Технический директор	Τεχνικός Διευθυντής	Teknik Yönetici	Teknisk Instruktør	Teknisk Instruktør	Teknisk ledare	Technical director	Dyrektor techniczny	Tekninen ohjaaja	技術監督	技术主任 	技術主任	기술 감독	Technický ředitel	Műszaki igazgató	Director tehnic	ผู้กำกับฝ่ายเทคนิก	Технически директор	במאי-טכני	المخرج الفني	Tehnički Direkotr
CREDITS_CREATIVE_DIRECTOR	[Default male]	Creative Director	Directeur Créatif	Director creativo	Kreativdirektor	Direttore creativo	Diretor Criativo	Diretor de criação	Креативный директор	Δημιουργικό:	Yaratıcı Yönetmen	Kreativ Instruktør	Kreativ Instruktør	Creative director	Creative director	Dyrektor kreatywny	Luova ohjaaja	クリエイティブディレクター	创意总监	創意總監	크리에이티브 감독	Kreativní režisér	Kreatív igazgató	Director creativ	หัวหน้าฝ่ายครีเอทีฟ	Творчески директор	במאי-קריאטיב	المخرج الإبداعي	Kreativni Direktor
CREDITS_ANIMATION_DIRECTOR	[Default male]	Animation Director	Directeur d'Animation	Director de animación	Animationsdirektor	Direttore dell'animazione	Diretor de Animação	Diretor de animação	Режиссёр анимации	Υπεύθυνος Κινουμένων Σχεδίων	Animasyon Yönetmeni	Animationsintruktør	Animasjonsinstruktør	Animationsledare	Animation director	Dyrektor animacji	Animaatio-ohjaaja	アニメーション監督	动画总监	動畫總監	애니메이션 감독	Animátor	Animációs rendező	Director de animație	ผู้กำกับฝ่ายอนิเมชั่น	Директор на анимациите	במאי-אנימציה	مخرج التحريك	Direktor Animacije
CREDITS_ART_DIRECTOR	[Default male]	Art Director	Directeur Artistique	Director artístico	Kunstdirektor	Direttore artistico	Diretor de Arte	Diretor de arte	Арт-директор	Καλλιτεχνική Διεύθυνση	Sanat Yönetmeni	Kunstinstruktør	Kunstinstruktør	Art director	Art director	Dyrektor artystyczny	Taideohjaaja	美術監督	美术总监 	美術總監	아트 감독	Umělec	Művészeti rendező	Director artistic	หัวหน้าฝ่ายศิลป์	Художествен директор	אחראי-גרפיקה	مخرج الفن	Umjetnički Direktor
CREDITS_AUDIO_DIRECTOR	[Default male]	Audio Director	Directeur Sonore	Director de sonido	Audiodirektor	Direttore audio	Diretor de Som	Diretor de som	Аудио-директор	Ηχητική Διεύθυνση	Ses Yönetmeni	Lydinstruktør	Lydinstruktør	Audio director	Audio director	Dyrektor udźwiękowienia	Ääniohjaaja	音響監督	音乐总监 	音樂總監	오디오 감독	Audio režisér	Hangmérnök	Director audio	หัวหน้าฝ่ายเสียง	Директор на звука	במאי-אודיו	مخرج الصوت	Direktor Zvuka
CREDITS_DESIGN DIRECTOR	[Default male]	Design Director	Directeur Conception	Director de diseño	Designdirektor	Direttore design	Diretor de Design	Diretor de design	Дизайн-директор	Διεύθυνση Design	Dizayn Yönetmeni	Designinstruktør	Design direktør	Designledare	Design director	Dyrektor projektu	Suunnitteluohjaaja	デザイン監督	设计总监 	設計總監	디자인 감독	Design	Vezető designer	Director de design	ผู้กำกับฝ่ายการออกแบบ	Директор на дизайна	מעצב מוביל	مخرج التصميم	Direktor Dizajna
CREDITS_PROGRAM_MANAGER	[Default male]	Program Manager	Gestionnaire de programme	Director de programa	Programmmanager	Program Manager	Gerente de Programa	Gerente de programa	Руководитель программы	Program Manager	Program Yöneticisi	Program Styrer	Program sjef	Programmanager	Program manager	Kierownik programowania	Ohjelmistopäällikkö	番組担当	规划经理	規劃經理	프로그램 관리자	Programový manažer	Programmenedzser	Manager de program	ผู้จัดการโปรแกรม	Програмен ръководител	מנהל תוכנית	مدير البرنامج	Menadžer Programa
CREDITS_PROJECT_MANAGER	[Default male]	Project Manager	Gestionnaire de projet	Gerente de proyecto	Projektmanager	Project Manager	Gerente de Projeto	Gerente de projeto	Руководитель проекта	Διεύθυνση Έργου	Proje Yöneticisi	Projektstyrer	Prosjekt sjef	Projektmanager	Project manager	Kierownik projektu	Projektipäällikkö	企画担当	项目经理	項目經理	프로젝트 관리자	Projektový manažer	Projektvezető	Manager de proiect	ผู้จัดการโปรเจค	Ръководител на проекта	מנהל פרויקט	مدير المشروع	Projekt Menadžer
CREDITS_GAME_DESIGN		Game design	Conception de jeu	Diseño de juego	Gamedesign	Game design	Design de Jogo	Design de jogo	Гейм-дизайн	Game design	Oyun Tasarımı	Spildesign	Spilldesign	Speldesigner	Game design	Mechanika gry	Pelisuunnittelu	ゲームデザイン	游戏设计	遊戲設計	게임 디자인	Herní design	Játéktervezés	Design de joc	ออกแบบเกม	Игрово проектиране	תכנון המשחק	تصميم اللعبة	Dizajn Igre
CREDITS_GAME_DESIGNER	[Default male]	Game designer	Concepteur de jeu	Diseñador de juego	Gamedesigner	Game designer	Designer de Jogo	Designer de jogo	Гейм-дизайнер	Game designer	Oyun Tasarımcısı	Spildesigner	Spilldesigner	Speldesigner	Game designer	Projektant	Pelisuunnittelija	ゲームデザイナー	游戏设计师	遊戲設計師	게임 디자이너	Herní designér	Játéktervező	Designer de joc	นักออกแบบเกม	Игрови проектант	מתכנן-המשחק	مصمم اللعبة	Dizajner Igre
CREDITS_CODE	Programming code	Code	Code	Código	Code	Codice	Código	Código	Код	Μυστικός κωδικός	Kod	Kode	Kode	Kod	Code	Kod	Koodi	コード	代码  	程序	코드	Kód	Kód	Cod	โค้ด	Код	תוכנה	كود البرنامج	Kod
CREDITS_PROGRAMMING		Programming	Programmation	Programación	Programmierung	Programmazione	Programação	Programação	Программирование	Προγραμματισμός	Programlama	Programmering	Programmering	Programmering	Programmering	Programowanie	Ohjelmointi	プログラミング	编程	編程	프로그래밍	Programování	Programozás	Programarea	เขียนโปรแกรม	Програмиране	תכנות	برمجة	Programiranje
CREDITS_PROGRAMMER	[Default male]	Programmer	Programmeur	Programador	Programmierer	Programmatore	Programador	Programador	Программисты	Προγραμματιστ*ς	Programcı	Programmør	Programmerer	Programmerare	Programmeur	Programista	Ohjelmoija	プログラマー	程序员	程序員	프로그래머	Programátor	Programozó	Programator	โปรแกรมเมอร์	Програмист	מתכנת	مبرمج	Programer
CREDITS_PROGRAMMER_PLURAL	[Default male]	Programmers	Programmeurs	Programadores	Programmierer	Programmatori	Programadores	Programadores	Программисты	Προγραμματιστ*ς	Programcılar	Programmører	Programmererer	Programmerare	Programmeurs	Programiści	Ohjelmoijat	プログラマー	程序员	程序員	프로그래머	Programátoři	Programozók	Programatori	โปรแกรมเมอร์	Програмисти	מתכנתים	مبرمجين	Programeri
CREDITS_LEAD_PROGRAMMER	[Default male]	Lead programmer	Chef programmeur	Programador jefe	Chefprogrammierer	Programmatore capo	Programador Líder	Programador Líder	Ведущий программист	Lead programmer	Programlama Lideri	Hovedansvarlig programmør	Hovedprogrammerer	Huvudprogrammerare	Lead programmeur	Główny programista	Pääohjelmoija	リードプログラマー	程序组长	程序組長	리드 프로그래머	Vedoucí programátor	Vezető programozó	Programator principal	หัวหน้าโปรแกรมเมอร์	Главен програмист	מתכנת מוביל	كبير المبرمجين	Glavni Programer
CREDITS_GRAPHIC_DESIGNER	[Default male]	Graphic designer	Concepteur graphique	Diseñador gráfico	Grafikdesigner	Designer grafico	Designer Gráfico	Designer gráfico	Графический дизайнер	Graphic designer	Grafik Tasarımcı	Grafisk designer	Grafisk designer	Grafisk designer	Grafisch designer	Projektant graficzny	Graafinen suunnittelija	グラフィックデザイナー	图像设计	圖像設計	그래픽 디자이너	Grafický Designér	Grafikus mérnök	Artist grafic	ผู้ออกแบบกราฟฟิค	Графичен дизайнер	מעצב גרפי	مصمم الرسوميات	Grafički Dizajner
CREDITS_TECHNICAL_ARTIST	[Default male]	Technical artist	Artiste technique	Artista técnico	Technischer Künstler	Technical artist	Artista Técnico	Artista Técnico	Технический художник	Technical artist	Teknik Tasarımcı	Teknisk kunstner	Teknisk illustratør	Teknisk illustratör	Technical artist	Artysta techniczny	Tekninen taiteilija	テクニカルアーティスト	技术美术	技術設計	테크니컬 아티스트	Technický umělec	Műszaki művész	Artist tehnic	ฝ่ายเทคนิกศิลป์	Технически художник	אומן טכני	فنان تقني	Tehnički Umjetnik
CREDITS_CONCEPT_ARTIST	[Default male]	Concept artist	Artiste conceptuel	Artista conceptual	Konzeptkünstler	Concept artist	Artista Conceitual	Artista Conceptual	Концепт-художник	Concept artist	Konsept Tasarımcı	Koncept kunster	Konseptillustratør	Konceptillustratör	Concept artist	Artysta koncepcyjny	Konseptitaiteilija	コンセプトアーティスト	概念美术	觀念美術	컨셉트 아티스트	Konceptový umělec	Koncepciós művész	Artist de concept	นักวาดคอนเซปต์	Концептуален художник	אחראי קונספט-ארט	فنان تصوري	Konceptualni Dizajner
CREDITS_CHARACTER_DESIGNER	[Default male]	Character Designer	Créateur de personnage	Diseñador de personajes	Charakterdesigner	Character Designer	Designer de Personagens	Designer de personagens	Дизайнер персонажей	Character Designer	Karakter Tasarımcı	Karakter designer	Karakterdesigner	Karaktärsdesigner	Character Designer	Projektant postaci	Hahmosuunnittelija	キャラクターデザイナー	角色设计	角色設計	캐릭터 디자이너	Designér Postav	Karakter Tervező	Designer de caractere	นักออกแบบตัวละคร	Дизайнер на персонажи	מעצב דמויות	مصمم شخصيات	Dizajner Likova
CREDITS_ART		Art	Art	Arte	Kunst	Arte	Arte	Arte	Графика	Εικαστικά	Sanat	Kunst	Kunst	Illustrationer	Art	Oprawa graficzna	Taide	アート	美术	美術	아트	Umění	Művészet	Artă	ศิลป์	Изкуство	ארט	فن	Umjetnost
CREDITS_ARTIST	[Singular]	Artist	Artiste	Artista	Künstler	Artista	Artista	Artista	Художник	Artist	Sanatçı	Kunstner	Illustratør	Illustratör	Artist	Artysta	Taiteilija	アーティスト	美术师	美術師	아티스트	Umělec	Művész	Artist	อาร์ทติส	Художник	מעצב	فنان	Umjetnik
CREDITS_ARTIST_PLURAL	[Plural]	Artists	Artistes	Artistas	Künstler	Artisti	Artistas	Artistas	Художники	Artists	Sanatçılar	Kunstnere	Illustratører	Illustratörer	Artists	Artyści	Taiteilijat	アーティスト	美术师	美術師	아티스트	Umělci	Művészek	Artiști	อาร์ทติส	Художници	מעצבים	فنانون	Umjetnici
CREDITS_LEVEL_DESIGN		Level design	Conception de niveaux	Diseño de niveles	Leveldesign	Level design	Design de Níveis	Design de níveis	Дизайн уровней	Level design	Seviye Tasarımı	Level design	Brettdesign	Leveldesign	Level design	Projekt poziomów	Tasosuunnittelu	レベルデザイン	关卡设计	關卡設計	레벨 디자인	Design prostředí	Pályatervezés	Design de nivel	ออกแบบด่าน	Проектиране на нива	עיצוב-מפות	تصميم المراحل	Dizajn Nivoa
CREDITS_LEVEL_DESIGNER	[Singular]	Level designer	Concepteur de niveaux	Diseñador de niveles	Leveldesigner	Level designer	Designer de Níveis	Designer de níveis	Дизайнер уровней	Level designer	Seviye Tasarımcısı	Leveldesigner	Brettdesigner	Leveldesigner	Level designer	Projektant poziomów	Tasosuunnittelija	レベルデザイナー	关卡设计师	關卡設計師	레벨 디자이너	Designér prostředí	Pályatervező	Designer de nivel	ผู้ออกแบบด่าน	Проектант на нива	מעצב מפה	مصمم المراحل	Dizajneri Nivoa
CREDITS_CINEMATICS_DIRECTOR	[Default male]	Cinematics Director	Directeur des cinématiques	Director cinematográfico	Zwischensequenzregisseur	Direttore cinematografico	Diretor Cinematográfico	Diretor cinematográfico	Кинематографический директор	Cinematics Director	Sinematik Yönetmeni	Filmisk Instruktør	Film direktør	Regissör av filmsekvenser	Cinematics Director	Dyrektor filmowy	Elokuvallinen ohjaaja	シネマティックディレクター	影片导演	影片導演	영상 감독	Kinematický ředitel	A filmbetétek rendezője	Director cinematic	ผู้กำกับฉากภาพยนตร์	Режисьор на кратки клипчета	במאי	مخرج سينمائي	Filmski Direktor
CREDITS_CINEMATIC_ANIMATOR	[Default male]	Cinematic Animator	Animateur de cinématiques	Animador cinematográfico	Zwischensequenzanimator	Animatore cinematografico	Animador Cinematográfico	Animador cinematográfico	Кинематографический художник	Cinematic Animator	Sinematik Animasyoncusu	Filmisk Animator	Film animator	Animatör till filmsekvenser	Cinematic Animator	Animator filmowy	Elokuvallinen animaattori	シネマティックアニメーター	影片动画	影片動畫	영상 애니메이터	Kinematický animátor	A filmbetétel animátora	Animator cinematic	อนิเมเตอร์ฉากภาพยนตร์	Аниматор на кратки клипчета	אנימטור	محرك شخصيات سينمائي	Filmski Animator
CREDITS_INTERFACE_ARTIST	[Default male]	Interface Artist	Artiste d'interfaces	Artista de interfaz	Interfacekünstler	Artista per l'interfaccia	Artista de Interface	Artista de interface	Художник интерфейса	Interface Artist	Arayüz Tasarımcısı	Brugerflade Kunstner	Brukergrensesnittillustratør	Gränsnittskonstnär	Interface Artist	Grafik interfejsu	Käyttöliittymätaiteilija	インターフェイスアーティスト	影片美术	影片美術	인터페이스 아티스트	Umělec rozhraní	Felület művész	Artist de interfață	อินเตอร์เฟสอาร์ทติส	Художник по интерфейса	מעצב ממשק	رسام الواجهة	Umjetnik Sučelja
CREDITS_COMPOSER	[Default male]	Composer	Compositeur	Compositor	Komponist	Compositore	Compositor	Compositor	Композитор	Συνθέτης	Bestekar	Komponist	Komponist	Kompositör	Componist	Kompozytor	Säveltäjä	編曲	作曲	作曲家	작곡	Skladatel	Zeneszerző	Compozitor	นักแต่งเพลง	Съчинител	מלחין	ملحّن	Kompozitor
CREDITS_MUSICIAN	[Default male]	Musician	Musicien	Músico	Musiker	Musicista	Músico	Músico	Музыкант	Μουσικός	Müzisyen	Musiker	Musiker	Musiker	Muzikant	Muzyk	Muusikko	演奏	音乐师	音樂家	연주	Muzikant	Zenész	Muzician	นักดนตรี	Музикант	מוזיקאי	موسيقي	Muzičar
CREDITS_SPECIAL_THANKS		Special thanks	Remerciements	Agradecimientos	Besonderer Dank	Ringraziamenti speciali	Agradecimentos	Agradecimentos	Особая благодарность	Ευχαριστούμε	Teşekkürler	Særlig tak	Spesielt takk	Särskilt tack	Bijzonder dank	Szczególne podziękowania	Erityinen kiitos	謝辞	特别感谢 	特別感謝	특별 감사	Speciální poděkování	Külön köszönet	Mulțumiri speciale	ขอบคุณ	Специални благодарности	תודות מיוחדות	إهداء	Posebna Zahvala
CREDITS_SPECIAL_THANKS_TO		Special thanks to	Remerciements à	Agradecimientos a	Besonderen Dank an	Ringraziamento speciale a	Agradecimentos a	Agradecimentos para	Особая благодарность	Ευχαριστούμε τ*	Teşekkürler	Særligt tak til	Spesiell takk til	Särskilt tack till	Bijzonder dank aan	Szczególne podziękowania dla	Erityiset kiitokset	謝辞	特别感谢 	特別感謝	특별 감사:	Speciální poděkování	Külön köszönet	Mulțumiri speciale către	ขอขอบคุณเป็นพิเศษกับ	Специални благодарности на	תודה מיוחדת ל:	إهداء إلى	Posebna Zahvala Za
CREDITS_IMAGE		Image	Image	Imagen	Bild	Immagine	Imagem	Imagem	Изображение	Image	Resim	Billede	Bilde	Bild	Afbeelding	Zdjęcie	Kuva	画像	图像  	圖像	이미지	Obrázek	Kép	Imagine	ภาพ	Изображение	תמונה	صورة	Slika
CREDITS_IMAGE_PLURAL		Images	Images	Imágenes	Bilder	Immagini	Imagens	Imagens	Изображения	Images	Resimler	Billeder	Bilder	Bilder	Afbeeldingen	Zdjęcia	Kuvat	画像	图像  	圖像	이미지	Obrázky	Képek	Imagini	ภาพ	Изображения	תמונות	صور	Slike
CREDITS_FONT		Font	Police	Tipografía	Schriftart	Font	Fonte	Fonte	Шрифт	Γραμματοσειρά	Font	Skrifttype	Skrifttype	Typsnitt	Lettertype	Font	Kirjasin	フォント	字体  	字型	글꼴	Písmo	Betűtípus	Font	ฟ้อนต์	Шрифт	גופן	خط	Font
CREDITS_FONT_PLURAL		Fonts	Polices	Tipografías	Schriftarten	Font	Fontes	Fontes	Шрифты	Γραμματοσειρές	Fontlar	Skrifttyper	Skrifttyper	Typsnitt	Lettertypen	Fonty	Kirjaisimet	フォント	字体  	字型	글꼴	Písma	Betűtípusok	Font-uri	ฟ้อนต์	Шрифтове	גופנים	خطوط	Fontovi
CREDITS_SOUNDTRACK		Soundtrack	Bande sonore	Banda sonora	Soundtrack	Colonna sonora	Trilha sonora	Banda sonora	Саундтрек	Soundtrack	Oyun Müziği	Soundtrack	Lydspor	Bakgrundsmusik	Soundtrack	Ścieżka dźwiękowa	Ääniraita	サウンドトラック	原声音乐 	原聲音樂	사운드트랙	Soundtrack	Zene	Coloană sonoră	เพลงบรรเลง	Музикално съпровождане	פס-קול	موسيقى اللعبة	Soundtrack
CREDITS_WRITER	[Default male]	Writer	Écrivain	Escritor	Schriftsteller	Scrittore	Escritor	Escritor	Автор	Κείμενα	Yazar	Forfatter	Forfatter	Författare	Schrijver	Pisarz	Kirjoittaja	脚本家	文案  	寫作人	대본가	Spisovatel	Író	Scriitor	ผู้เขียน	Писател	כותב	كاتب	Pisac
CREDITS_MANUSCRIPT		Manuscript	Manuscrit	Manuscrito	Handschrift	Manoscritto	Manuscrito	Manuscrito	Рукопись	Χειρόγραφα	Taslak	Manuskript	Manuskript	Manuskript	Manuscript	Manuskrypt	Käsikirjoitus	脚本	手稿	原稿	대본	Rukopis	Kézirat	Manuscris	บท	Ръкопис	תסריט	سيناريو	Rukopis
CREDITS_SCRIPT_WRITER	[Default male]	Script writer	Scénariste	Guionista	Drehbuch	Autore dello script	Roteirista	Guionista	Сценарист	Script writer	Senaryo Yazarı	Manuskriptforfatter	Manuskriptforfatter	Manusförfattare	Scriptschrijver	Scenarzysta	Käsikirjoittaja	脚本家	剧本  	劇本寫作人	대본가	Skript spisovatel	Forgatókönyv-író	Scriitor de scenariu	ผู้เขียนบท	Сценарист	תסריטאי	كاتب السيناريو	Scenarista
CREDITS_ANIMATION		Animation	Animation	Animación	Animation	Animazione	Animação	Animação	Анимация	Animation	Animasyon	Animation	Animasjon	Animation	Animatie	Animacja	Animaatio	アニメーション	动画  	動畫	애니메이션	Animace	Animáció	Animație	อนิเมชัน	Анимация	אנימציה	رسوم متحركة	Animacija
CREDITS_ANIMATOR		Animator	Animateur	Animador	Animator	Animatore	Animador	Animador	Аниматор	Animator	Animatör	Animator	Animatør	Animatör	Animator	Animator	Animaattori	アニメーター	动画师	動畫師	애니메이터	Animátor	Animátor	Animator cinematic	อนิเมเตอร์	Аниматор	אנימטור	فنان رسوم متحركة	Animator
CREDITS_VOICE_ACTING		Voice acting	Doublage	Doblaje	Sprecher	Doppiaggio	Dublagem	Dobragem	Озвучивание	Voice acting	Seslendirme	Stemmeskuespil	Stemmeskuespiller	Röstskådespel	Stemacteerwerk	Aktorstwo głosowe	Ääninäyttely	声優	配音	配音員	성우	Dabing	Szinkronizálás	Actorie de voce	นักพากษ์ชาย	Озвучаване	דיבוב	تمثيل صوتي	Glasovna Gluma
CREDITS_VOICE_ACTOR	[Default male]	Voice actor	Doubleur	Actor de doblaje	Sprecher	Doppiatore	Dublador	Dublador	Актёр озвучивания	Voice actor	Ses Sanatçısı	Stemmeskuespiller	Stemmeskuespiller	Röstskådespelare	Stemacteur	Aktor głosowy	Ääninäyttelijä	声優	配音演员 	配音演員	성우	Dabing	Szinkronszínész	Actor de voce	นักพากษ์หญิง	Актьор	מדובב	ممثل صوتي	Glasovni glumac
CREDITS_SOUND_DESIGNER	[Default male]	Sound designer	Concepteur sonore	Diseñador de sonido	Sounddesigner	Sound designer	Designer de Som	Designer de som	Саунд-дизайнер	Sound designer	Ses Tasarımcısı	Lyddesigner	Lyddesigner	Ljuddesigner	Geluidsdesigner	Dźwięk	Äänisuunnittelija	サウンドデザイナー	音响设计  	音響設計師	음향 디자이너	Zvukový designér	Hangtervező	Designer de sunet	ออกแบบเสียงประกอบ	Проектант на звука	מעצב-קול	مصمم الصوت	Dizajner Zvuka
CREDITS_SOUND_ENGINEER	[Default male]	Sound engineer	Ingénieur du son	Técnico de sonido	Toningenieur	Sound engineer	Engenheiro Sonoro	Engenheiro sonoro	Звукорежиссёр	Sound engineer	Ses Mühendisi	Lydtekniker	Lydtekniker	Ljudtekniker	Geluidsingenieur	Inżynier dźwięku	Ääniteknikko	サウンドエンジニア	音响工程师	錄音師	음향 엔지니어	Zvukový inženýr	Hangmérnök	Inginer de sunet	วิศวกรเสียง	Звукорежисьор	טכנאי-קול	مهندس الصوت	Inžinjer Zvuka
CREDITS_SFX		Sound Effects	Effets sonores	Efectos de sonido	Soundeffekte	Effetti sonori	Efeitos Sonoros	Efeitos sonoros	Звуковые эффекты	Sound Effects	Ses Efektleri	Lydeffekter	Lydeffekter	Ljudeffekter	Geluidseffecten	Efekty dźwiękowe	Ääniefektit	SE	音响效果 	音響效果	음향 효과	Zvukové efekty	Hanghatások	Efecte de sunet	เสียงประกอบ	Звукови ефекти	אפקטים-קוליים	مؤثرات صوتية	Zvučni Efekti
CREDITS_VFX		Visual Effects	Effets visuels	Efectos visuales	Spezialeffekte	Effetti visivi	Efeitos Visuais	Efeitos visuais	Визуальные эффекты	Visual Effects	Görsel Efektler	Visuelle Effekter	Visuelle Effekter	Visuella effekter	Visuele effecten	Efekty wizualne	Visuaaliset efektit	特殊効果	视觉效果 	視覺效果	시각 효과	Vizuální efekty	Képhatások	Efecte vizuale	วิชวลเอฟเฟค	Зрителни ефекти	אפקטים	مؤثرات بصرية	Vizuelni Efekti
CREDITS_RECORDIST	[Default male] Someone who records sound	Recordist	Opérateur du son	Grabador	Aufnahmeleiter	Registratore	Recordista	Recordista	Звукооператор	Recordist	Ses Kayıtçısı	Lydindspiller	Lydinnspiller	Ljudinspelare	Opnameleider	Operator dźwięku	Äänittäjä	録音	录音师	錄音師	녹음	Nahrávač 	Hangmérnök	Înregistrator	เจ้าหน้าที่บันทึกเสียง	Звукозапис	מקליט	مسجل الأصوات	Snimatelj Zvuka
CREDITS_FOLEY_ARTIST	[Default male] Special sound FX	Foley artist	Bruiteur	Editor sonoro	Geräuschemacher	Rumorista	Artista de ruído	Artista de ruído	Шумовик	Foley artist	Foley Sanatçısı	Foley-kunstner	Foley kunstner	Foley-konstnär	Foley artiest	Imitator dźwięku	Foleytaiteilija	フォーリーアーティスト	音效师  	擬音藝術家	효과음 아티스트	Nahrávač zvuků	Hangeffekt mérnök	Foley artist	เจ้าหน้าที่บันทึกเสียง	Шумовик	מעצב אפקטים-קוליים	منتج الأصوات	FX Umjetnik
CREDITS_TEST_MANAGER	[Default male]	Test Manager	Responsable de tests	Gerente de pruebas	Testmanager	Test Manager	Gerente de Testes	Gerente de testes	Тест-менеджер	Test Manager	Test Yöneticisi	Teststyrer	Testsjef	Testmanager	Test manager	Menadżer testów	Testipäällikkö	テスト管理者	测试经理 	測試經理	테스트 관리자	Test manažer	Vezető tesztelő	Manager de test	ผู้จัดการตรวจสอบ	Направляващ изпитания	מנהל בדיקות	مدير الإختبار	Test Menadžer
CREDITS_TEST_LEAD	[Default male]	Test Lead	Chef testeur	Jefe de pruebas	Testleiter	Test Lead	Líder de Testes	Líder de testes	Руководитель тестирования	Test Lead	Test Yöneticisi	Hovedansvarlig Tester	Testleder	Testledare	Test lead	Główny tester	Testijohtaja	テスト管理総指揮	测试组长 	測試領導	테스트 관리 총지휘	Vedoucí testování	Főtesztelő	Conducere de test	หัวหน้าฝ่ายตรวจสอบ	Ръководител на изпитания	מוביל בדיקות	رائد الإختبار	Glavni Tester
CREDITS_TESTER	[Default male]	Tester	Testeur	Probador de videojuegos	Tester	Tester	Testador	Testador	Тестер	Tester	Testçi	Tester	Tester	Testare	Tester	Tester	Testaaja	テスター	测试员	測試儀	테스터	Tester	Tesztelő	Tester	ผู้ทดสอบ	Изпитател	בודק	مختبر	tester
CREDITS_DATABASE_ADMIN	[Default male]	Database Admin	Administrateur de base de données	Administrador de base de datos	Datenbankadministrator	Amministratore di database	Administrador de Banco de Dados	Administrador de Banco de Dados	Администратор базы данных	Database Admin	Veritabanı Yöneticisi	Database Administrator	Database Administrator	Databasadministratör	Database admin	Administracja bazy danych	Tietokantaylläpitäjä	データベースアドミン	三维建模 	數據庫管理員	데이터베이스 관리자	Databázový správce	Adatbázis adminisztrátor	Administrator baze de date	ผู้ดูแลฐานข้อมูล	Администратор на бази от данни	אחראי בסיס-נתונים	أمين قاعدة البيانات	Administrator Baze Podataka
CREDITS_3D_MODELING		3D Modeling	Modélisation 3D	Modelado 3D	3D-Modellierung	Modellazione 3D	Modelagem 3D	Modelação 3D	3D моделирование	3D Modeling	3D Tasarım	3D Modellering	3D Modellering	3D-modellering	3D modelering	Modelowanie 3D	3D-mallinnus	3Dモデリング	三维建模	三維建模	3D 모델링	3D modelování	3D Modellezés	Modelare 3D	โมเดลสามมิติ	Триизмерно моделиране	מידול תלת-מימד	النمذجة الثلاثية الأبعاد	3D Modeling
CREDITS_MODELS		Models	Modèles	Modelos	Modelle	Modelli	Modelos	Modelos	Модели	Μοντέλα	Modeller	Modeller	Modeller	Modeller	Modellen	Modele	Mallit	モデル	模型  	模型	모델	Modely	Modellek	Modele	โมเดล	Модели	מודלים	نماذج ثلاثية الأبعاد	Modeli
